Year,Crop_Name,Month,Market_Price_per_kg,Demand,State
2025,Mango,September,120.85,High,Punjab
2025,Beans,April,108.46,High,Tamil Nadu
2025,Chilli,May,19.06,Low,Uttar Pradesh
2025,Chilli,January,72.38,High,Tamil Nadu
2025,Sugarcane,August,22.99,Low,Uttar Pradesh
2025,Potato,November,16.42,Low,Gujarat
2025,Cabbage,August,135.54,High,Rajasthan
2025,Banana,February,57.33,Medium,Rajasthan
2025,Carrot,August,28.36,Low,Tamil Nadu
2025,Onion,July,65.81,Medium,Karnataka
2025,Carrot,June,29.93,Low,Rajasthan
2025,Beans,July,19.9,Low,Uttar Pradesh
2025,Onion,January,105.68,High,Andhra Pradesh
2025,Chilli,June,22.62,Low,Tamil Nadu
2025,Banana,January,139.8,High,Gujarat
2025,Cotton,January,148.03,High,Andhra Pradesh
2025,Cabbage,May,31.82,Medium,Maharashtra
2025,Tomato,September,112.48,High,Gujarat
2025,Cabbage,November,80.63,High,Kerala
2025,Wheat,June,68.08,Medium,Karnataka
2025,Corn,July,65.54,Medium,Gujarat
2025,Potato,May,67.3,Medium,Kerala
2025,Chilli,December,28.73,Low,Maharashtra
2025,Beans,March,65.18,Medium,Kerala
2025,Wheat,November,65.82,Medium,Uttar Pradesh
2025,Mango,June,101.02,High,Kerala
2025,Wheat,August,10.66,Low,Karnataka
2025,Corn,July,18.68,Low,Karnataka
2025,Groundnut,June,107.01,High,Maharashtra
2025,Potato,September,43.74,Medium,Andhra Pradesh
2025,Carrot,July,123.67,High,Tamil Nadu
2025,Banana,October,126.88,High,Kerala
2025,Corn,November,94.45,High,Gujarat
2025,Beans,April,133.82,High,Maharashtra
2025,Potato,March,25.06,Low,Gujarat
2025,Beans,November,100.32,High,Maharashtra
2025,Cabbage,November,54.08,Medium,Telangana
2025,Mango,April,19.51,Low,Uttar Pradesh
2025,Carrot,December,18.77,Low,Karnataka
2025,Mango,March,10.75,Low,Tamil Nadu
2025,Rice,February,68.24,Medium,Maharashtra
2025,Onion,October,98.94,High,Maharashtra
2025,Rice,March,35.88,Medium,Gujarat
2025,Chilli,April,114.42,High,Andhra Pradesh
2025,Cabbage,September,104.98,High,Uttar Pradesh
2025,Carrot,August,36.63,Medium,Tamil Nadu
2025,Chilli,November,142.17,High,Telangana
2025,Sugarcane,August,79.11,High,Punjab
2025,Potato,November,43.51,Medium,Maharashtra
2025,Onion,May,22.6,Low,Rajasthan
2025,Onion,December,38.12,Medium,Kerala
2025,Corn,February,37.61,Medium,Telangana
2025,Groundnut,December,48.22,Medium,Rajasthan
2025,Banana,June,23.73,Low,Gujarat
2025,Potato,November,38.82,Medium,Telangana
2025,Rice,November,43.28,Medium,Karnataka
2025,Beans,October,16.16,Low,Gujarat
2025,Wheat,June,14.06,Low,Karnataka
2025,Banana,May,35.68,Medium,Tamil Nadu
2025,Groundnut,August,48.69,Medium,Uttar Pradesh
2025,Wheat,June,23.8,Low,Rajasthan
2025,Mango,May,42.64,Medium,Andhra Pradesh
2025,Cotton,May,89.52,High,Uttar Pradesh
2025,Banana,August,52.16,Medium,Telangana
2025,Tomato,April,42.51,Medium,Tamil Nadu
2025,Wheat,September,83.99,High,Karnataka
2025,Beans,July,56.23,Medium,Gujarat
2025,Mango,July,53.89,Medium,Tamil Nadu
2025,Rice,October,12.19,Low,Telangana
2025,Banana,June,71.56,High,Uttar Pradesh
2025,Potato,October,112.71,High,Rajasthan
2025,Sugarcane,December,100.67,High,Rajasthan
2025,Onion,December,56.64,Medium,Andhra Pradesh
2025,Cabbage,May,42.48,Medium,Karnataka
2025,Cotton,January,47.02,Medium,Maharashtra
2025,Corn,January,41.18,Medium,Telangana
2025,Carrot,April,26.4,Low,Maharashtra
2025,Wheat,February,29.52,Low,Karnataka
2025,Potato,December,36.85,Medium,Rajasthan
2025,Sugarcane,June,132.04,High,Punjab
2025,Cabbage,February,11.19,Low,Karnataka
2025,Wheat,July,28.09,Low,Kerala
2025,Rice,February,90.63,High,Telangana
2025,Sugarcane,June,39.71,Medium,Maharashtra
2025,Onion,May,112.31,High,Rajasthan
2025,Chilli,January,96.8,High,Kerala
2025,Sugarcane,December,61.93,Medium,Rajasthan
2025,Banana,August,106.64,High,Kerala
2025,Corn,March,21.48,Low,Maharashtra
2025,Sugarcane,March,17.6,Low,Kerala
2025,Potato,August,37.94,Medium,Tamil Nadu
2025,Wheat,November,25.6,Low,Telangana
2025,Chilli,June,87.96,High,Andhra Pradesh
2025,Groundnut,July,122.49,High,Telangana
2025,Sugarcane,June,14.19,Low,Telangana
2025,Beans,March,68.78,Medium,Uttar Pradesh
2025,Groundnut,August,13.8,Low,Rajasthan
2025,Cabbage,July,73.35,High,Punjab
2025,Carrot,March,15.0,Low,Maharashtra
2025,Banana,January,10.87,Low,Maharashtra
2025,Cabbage,January,50.6,Medium,Maharashtra
2025,Carrot,November,62.87,Medium,Uttar Pradesh
2025,Tomato,June,112.6,High,Gujarat
2025,Cotton,March,15.28,Low,Tamil Nadu
2025,Banana,February,17.71,Low,Karnataka
2025,Cabbage,September,27.54,Low,Tamil Nadu
2025,Beans,October,20.61,Low,Gujarat
2025,Sugarcane,February,63.48,Medium,Tamil Nadu
2025,Sugarcane,March,49.96,Medium,Andhra Pradesh
2025,Wheat,January,131.21,High,Karnataka
2025,Corn,August,33.55,Medium,Punjab
2025,Tomato,July,32.54,Medium,Gujarat
2025,Groundnut,July,25.34,Low,Andhra Pradesh
2025,Corn,June,38.16,Medium,Karnataka
2025,Tomato,November,111.29,High,Tamil Nadu
2025,Rice,July,52.43,Medium,Punjab
2025,Carrot,May,137.98,High,Maharashtra
2025,Onion,September,56.01,Medium,Karnataka
2025,Potato,January,28.9,Low,Telangana
2025,Beans,August,25.57,Low,Rajasthan
2025,Corn,April,62.08,Medium,Tamil Nadu
2025,Cabbage,February,141.77,High,Tamil Nadu
2025,Carrot,February,43.56,Medium,Telangana
2025,Mango,January,24.2,Low,Punjab
2025,Cotton,January,86.28,High,Gujarat
2025,Cotton,February,22.87,Low,Uttar Pradesh
2025,Groundnut,April,52.73,Medium,Telangana
2025,Potato,October,62.7,Medium,Andhra Pradesh
2025,Onion,March,108.91,High,Karnataka
2025,Onion,March,17.78,Low,Kerala
2025,Potato,May,104.01,High,Andhra Pradesh
2025,Wheat,October,96.47,High,Telangana
2025,Onion,September,26.24,Low,Telangana
2025,Groundnut,September,64.52,Medium,Gujarat
2025,Tomato,May,94.05,High,Punjab
2025,Mango,December,80.96,High,Rajasthan
2025,Beans,December,40.29,Medium,Andhra Pradesh
2025,Carrot,June,45.82,Medium,Karnataka
2025,Onion,September,41.27,Medium,Maharashtra
2025,Tomato,September,121.32,High,Kerala
2025,Cotton,February,137.28,High,Andhra Pradesh
2025,Groundnut,May,32.24,Medium,Uttar Pradesh
2025,Rice,April,41.48,Medium,Rajasthan
2025,Onion,April,24.2,Low,Maharashtra
2025,Cotton,September,77.06,High,Maharashtra
2025,Carrot,January,129.72,High,Punjab
2025,Chilli,October,85.26,High,Andhra Pradesh
2025,Rice,May,65.47,Medium,Karnataka
2025,Corn,February,134.78,High,Andhra Pradesh
2025,Cabbage,October,66.05,Medium,Gujarat
2025,Cabbage,August,19.32,Low,Kerala
2025,Potato,April,109.26,High,Gujarat
2025,Tomato,December,50.16,Medium,Rajasthan
2025,Tomato,September,104.68,High,Tamil Nadu
2025,Sugarcane,May,14.14,Low,Karnataka
2025,Rice,November,23.14,Low,Kerala
2025,Beans,August,130.57,High,Rajasthan
2025,Potato,November,14.17,Low,Uttar Pradesh
2025,Sugarcane,August,42.38,Medium,Uttar Pradesh
2025,Rice,October,88.66,High,Rajasthan
2025,Carrot,October,78.84,High,Kerala
2025,Rice,June,104.97,High,Telangana
2025,Mango,February,129.48,High,Gujarat
2025,Carrot,March,30.3,Medium,Rajasthan
2025,Wheat,March,133.26,High,Rajasthan
2025,Chilli,February,13.96,Low,Karnataka
2025,Cabbage,October,81.44,High,Kerala
2025,Cotton,June,61.46,Medium,Gujarat
2025,Banana,August,19.5,Low,Andhra Pradesh
2025,Wheat,November,16.31,Low,Kerala
2025,Banana,January,61.8,Medium,Maharashtra
2025,Sugarcane,August,82.77,High,Telangana
2025,Cabbage,April,34.25,Medium,Rajasthan
2025,Beans,April,18.36,Low,Punjab
2025,Corn,April,42.89,Medium,Punjab
2025,Tomato,December,95.39,High,Telangana
2025,Onion,October,41.72,Medium,Kerala
2025,Mango,November,22.66,Low,Maharashtra
2025,Corn,December,20.37,Low,Punjab
2025,Cabbage,July,12.77,Low,Uttar Pradesh
2025,Beans,February,108.33,High,Maharashtra
2025,Sugarcane,November,124.12,High,Rajasthan
2025,Beans,December,109.83,High,Karnataka
2025,Cotton,November,39.7,Medium,Karnataka
2025,Chilli,May,128.07,High,Maharashtra
2025,Groundnut,June,54.45,Medium,Rajasthan
2025,Mango,June,98.63,High,Karnataka
2025,Beans,January,87.36,High,Uttar Pradesh
2025,Cabbage,February,49.55,Medium,Kerala
2025,Mango,August,144.86,High,Rajasthan
2025,Groundnut,March,26.59,Low,Uttar Pradesh
2025,Mango,October,31.11,Medium,Maharashtra
2025,Wheat,May,26.54,Low,Punjab
2025,Carrot,November,140.69,High,Telangana
2025,Cabbage,November,113.38,High,Gujarat
2025,Cotton,September,73.22,High,Gujarat
2025,Carrot,July,147.72,High,Maharashtra
2025,Carrot,September,119.89,High,Tamil Nadu
2025,Banana,February,37.43,Medium,Rajasthan
2025,Sugarcane,May,43.76,Medium,Karnataka
2025,Mango,May,13.41,Low,Kerala
2025,Onion,December,128.47,High,Gujarat
2025,Cotton,January,81.85,High,Andhra Pradesh
2025,Tomato,October,66.48,Medium,Maharashtra
2025,Tomato,September,47.03,Medium,Punjab
2025,Mango,June,27.34,Low,Telangana
2025,Cotton,January,64.46,Medium,Tamil Nadu
2025,Tomato,January,116.27,High,Tamil Nadu
2025,Beans,July,61.59,Medium,Maharashtra
2025,Wheat,December,94.68,High,Telangana
2025,Rice,August,115.16,High,Rajasthan
2025,Potato,March,90.74,High,Rajasthan
2025,Cotton,January,68.24,Medium,Karnataka
2025,Wheat,May,56.85,Medium,Uttar Pradesh
2025,Beans,May,10.14,Low,Gujarat
2025,Carrot,December,34.17,Medium,Gujarat
2025,Onion,August,124.06,High,Tamil Nadu
2025,Wheat,September,16.57,Low,Punjab
2025,Beans,November,103.72,High,Karnataka
2025,Beans,August,62.54,Medium,Tamil Nadu
2025,Beans,July,50.55,Medium,Telangana
2025,Corn,July,63.1,Medium,Telangana
2025,Banana,June,21.03,Low,Maharashtra
2025,Tomato,June,17.23,Low,Telangana
2025,Wheat,April,65.81,Medium,Andhra Pradesh
2025,Beans,January,55.03,Medium,Maharashtra
2025,Sugarcane,March,144.89,High,Gujarat
2025,Corn,September,17.78,Low,Kerala
2025,Onion,August,24.44,Low,Punjab
2025,Sugarcane,September,75.12,High,Uttar Pradesh
2025,Mango,April,28.19,Low,Telangana
2025,Corn,March,16.81,Low,Punjab
2025,Cabbage,July,16.47,Low,Gujarat
2025,Sugarcane,September,10.79,Low,Andhra Pradesh
2025,Wheat,October,134.48,High,Uttar Pradesh
2025,Carrot,July,23.97,Low,Tamil Nadu
2025,Corn,July,12.65,Low,Telangana
2025,Wheat,June,49.27,Medium,Punjab
2025,Cabbage,April,31.73,Medium,Kerala
2025,Cotton,September,76.12,High,Gujarat
2025,Carrot,February,43.86,Medium,Rajasthan
2025,Corn,February,64.59,Medium,Rajasthan
2025,Wheat,January,72.91,High,Punjab
2025,Corn,November,139.09,High,Karnataka
2025,Mango,February,21.32,Low,Uttar Pradesh
2025,Chilli,November,89.31,High,Uttar Pradesh
2025,Onion,August,43.68,Medium,Telangana
2025,Beans,August,36.2,Medium,Rajasthan
2025,Beans,December,39.02,Medium,Telangana
2025,Banana,June,106.12,High,Karnataka
2025,Chilli,December,137.91,High,Telangana
2025,Chilli,February,112.97,High,Uttar Pradesh
2025,Cotton,January,106.58,High,Andhra Pradesh
2025,Sugarcane,November,87.78,High,Punjab
2025,Sugarcane,December,138.44,High,Telangana
2025,Wheat,October,51.74,Medium,Maharashtra
2025,Cotton,April,12.27,Low,Rajasthan
2025,Potato,May,29.75,Low,Punjab
2025,Carrot,October,16.46,Low,Rajasthan
2025,Sugarcane,November,59.75,Medium,Tamil Nadu
2025,Sugarcane,May,68.73,Medium,Uttar Pradesh
2025,Tomato,March,84.54,High,Maharashtra
2025,Carrot,October,82.4,High,Karnataka
2025,Tomato,April,18.24,Low,Gujarat
2025,Cabbage,April,141.69,High,Telangana
2025,Wheat,September,63.24,Medium,Maharashtra
2025,Tomato,May,15.92,Low,Karnataka
2025,Wheat,November,52.43,Medium,Andhra Pradesh
2025,Potato,June,89.2,High,Gujarat
2025,Wheat,August,55.87,Medium,Tamil Nadu
2025,Sugarcane,January,18.49,Low,Maharashtra
2025,Corn,August,14.97,Low,Rajasthan
2025,Sugarcane,June,74.88,High,Karnataka
2025,Tomato,July,49.69,Medium,Maharashtra
2025,Cotton,June,26.6,Low,Tamil Nadu
2025,Beans,October,13.72,Low,Telangana
2025,Carrot,May,44.11,Medium,Kerala
2025,Tomato,August,31.22,Medium,Karnataka
2025,Corn,August,109.52,High,Karnataka
2025,Sugarcane,December,48.89,Medium,Maharashtra
2025,Beans,July,24.69,Low,Telangana
2025,Corn,September,59.06,Medium,Punjab
2025,Onion,November,140.9,High,Rajasthan
2025,Potato,April,10.28,Low,Rajasthan
2025,Mango,May,16.95,Low,Punjab
2025,Wheat,July,15.1,Low,Gujarat
2025,Rice,May,17.46,Low,Rajasthan
2025,Onion,February,67.83,Medium,Andhra Pradesh
2025,Potato,June,84.64,High,Karnataka
2025,Onion,November,126.62,High,Karnataka
2025,Beans,December,77.0,High,Kerala
2025,Cabbage,June,112.88,High,Karnataka
2025,Corn,June,29.14,Low,Punjab
2025,Onion,October,15.2,Low,Rajasthan
2025,Potato,May,38.39,Medium,Maharashtra
2025,Cotton,May,29.85,Low,Telangana
2025,Potato,April,57.1,Medium,Maharashtra
2025,Tomato,January,84.92,High,Uttar Pradesh
2025,Sugarcane,October,145.17,High,Telangana
2025,Chilli,September,32.06,Medium,Punjab
2025,Tomato,September,21.6,Low,Uttar Pradesh
2025,Tomato,September,12.88,Low,Tamil Nadu
2025,Beans,February,22.06,Low,Rajasthan
2025,Potato,July,26.58,Low,Rajasthan
2025,Wheat,May,20.88,Low,Tamil Nadu
2025,Onion,December,93.9,High,Uttar Pradesh
2025,Wheat,March,102.32,High,Andhra Pradesh
2025,Sugarcane,January,112.17,High,Karnataka
2025,Onion,November,21.2,Low,Maharashtra
2025,Wheat,April,12.26,Low,Kerala
2025,Groundnut,September,144.51,High,Uttar Pradesh
2025,Onion,February,38.03,Medium,Rajasthan
2025,Corn,October,41.9,Medium,Gujarat
2025,Corn,May,24.21,Low,Rajasthan
2025,Potato,March,130.57,High,Karnataka
2025,Cabbage,February,122.06,High,Gujarat
2025,Chilli,May,33.11,Medium,Tamil Nadu
2025,Cabbage,August,63.81,Medium,Karnataka
2025,Beans,May,87.83,High,Uttar Pradesh
2025,Onion,April,133.3,High,Kerala
2025,Cotton,April,94.04,High,Telangana
2025,Sugarcane,December,38.85,Medium,Uttar Pradesh
2025,Onion,February,43.91,Medium,Telangana
2025,Potato,April,142.47,High,Telangana
2025,Potato,August,49.82,Medium,Tamil Nadu
2025,Onion,January,97.93,High,Karnataka
2025,Mango,April,116.74,High,Gujarat
2025,Potato,August,58.0,Medium,Maharashtra
2025,Beans,March,24.6,Low,Telangana
2025,Chilli,January,47.11,Medium,Punjab
2025,Cabbage,December,87.13,High,Karnataka
2025,Sugarcane,October,13.29,Low,Kerala
2025,Tomato,June,20.05,Low,Tamil Nadu
2025,Banana,September,11.36,Low,Gujarat
2025,Beans,June,24.23,Low,Gujarat
2025,Beans,June,105.94,High,Kerala
2025,Wheat,May,141.11,High,Punjab
2025,Tomato,November,29.14,Low,Maharashtra
2025,Sugarcane,May,31.23,Medium,Kerala
2025,Onion,September,26.01,Low,Tamil Nadu
2025,Tomato,June,135.31,High,Punjab
2025,Chilli,January,41.83,Medium,Andhra Pradesh
2025,Chilli,April,32.23,Medium,Gujarat
2025,Chilli,November,111.26,High,Karnataka
2025,Banana,July,38.83,Medium,Maharashtra
2025,Groundnut,August,25.1,Low,Uttar Pradesh
2025,Cabbage,September,26.66,Low,Telangana
2025,Beans,May,124.0,High,Telangana
2025,Potato,November,117.36,High,Punjab
2025,Rice,May,15.36,Low,Andhra Pradesh
2025,Rice,December,15.88,Low,Rajasthan
2025,Banana,June,31.83,Medium,Uttar Pradesh
2025,Cotton,August,107.92,High,Gujarat
2025,Banana,August,20.67,Low,Karnataka
2025,Sugarcane,February,26.57,Low,Uttar Pradesh
2025,Cabbage,May,53.52,Medium,Uttar Pradesh
2025,Chilli,September,28.21,Low,Kerala
2025,Rice,August,12.86,Low,Uttar Pradesh
2025,Onion,June,25.83,Low,Telangana
2025,Cotton,May,113.86,High,Punjab
2025,Potato,February,16.76,Low,Maharashtra
2025,Onion,May,71.51,High,Kerala
2025,Chilli,October,15.31,Low,Maharashtra
2025,Corn,December,12.07,Low,Uttar Pradesh
2025,Banana,June,79.49,High,Andhra Pradesh
2025,Onion,July,25.22,Low,Tamil Nadu
2025,Tomato,September,107.26,High,Gujarat
2025,Chilli,May,60.05,Medium,Kerala
2025,Banana,December,54.52,Medium,Andhra Pradesh
2025,Onion,October,81.6,High,Rajasthan
2025,Beans,March,129.69,High,Karnataka
2025,Cabbage,August,27.01,Low,Karnataka
2025,Groundnut,December,38.21,Medium,Karnataka
2025,Onion,June,107.05,High,Tamil Nadu
2025,Onion,February,63.66,Medium,Punjab
2025,Chilli,December,132.59,High,Andhra Pradesh
2025,Tomato,June,30.45,Medium,Rajasthan
2025,Wheat,March,89.58,High,Punjab
2025,Potato,July,52.32,Medium,Gujarat
2025,Carrot,September,30.58,Medium,Tamil Nadu
2025,Rice,October,12.41,Low,Uttar Pradesh
2025,Rice,November,93.31,High,Maharashtra
2025,Groundnut,September,48.86,Medium,Uttar Pradesh
2025,Potato,April,59.75,Medium,Telangana
2025,Mango,April,61.96,Medium,Punjab
2025,Sugarcane,July,63.47,Medium,Telangana
2025,Carrot,February,33.69,Medium,Kerala
2025,Beans,December,21.66,Low,Andhra Pradesh
2025,Cotton,January,76.51,High,Tamil Nadu
2025,Carrot,October,116.07,High,Punjab
2025,Cotton,March,29.46,Low,Kerala
2025,Corn,April,18.06,Low,Telangana
2025,Corn,November,85.53,High,Gujarat
2025,Sugarcane,February,71.76,High,Uttar Pradesh
2025,Mango,May,142.6,High,Andhra Pradesh
2025,Chilli,June,98.4,High,Uttar Pradesh
2025,Beans,May,12.31,Low,Gujarat
2025,Chilli,March,16.69,Low,Karnataka
2025,Onion,November,146.19,High,Tamil Nadu
2025,Carrot,December,34.01,Medium,Uttar Pradesh
2025,Corn,May,133.1,High,Gujarat
2025,Cotton,February,57.99,Medium,Rajasthan
2025,Cabbage,January,56.11,Medium,Gujarat
2025,Beans,December,50.41,Medium,Uttar Pradesh
2025,Mango,April,39.22,Medium,Karnataka
2025,Banana,February,68.58,Medium,Maharashtra
2025,Potato,October,118.3,High,Karnataka
2025,Groundnut,July,29.99,Low,Kerala
2025,Tomato,August,84.93,High,Andhra Pradesh
2025,Banana,December,21.4,Low,Uttar Pradesh
2025,Tomato,March,75.45,High,Tamil Nadu
2025,Chilli,March,72.33,High,Kerala
2025,Onion,November,49.48,Medium,Telangana
2025,Tomato,April,26.86,Low,Rajasthan
2025,Potato,January,20.84,Low,Punjab
2025,Wheat,May,69.21,Medium,Karnataka
2025,Sugarcane,August,96.43,High,Punjab
2025,Carrot,October,59.8,Medium,Kerala
2025,Beans,October,142.87,High,Andhra Pradesh
2025,Sugarcane,May,13.06,Low,Kerala
2025,Rice,July,126.75,High,Gujarat
2025,Banana,May,35.9,Medium,Rajasthan
2025,Rice,June,14.05,Low,Karnataka
2025,Mango,April,16.94,Low,Maharashtra
2025,Carrot,March,41.49,Medium,Rajasthan
2025,Cotton,August,131.67,High,Maharashtra
2025,Sugarcane,July,18.57,Low,Tamil Nadu
2025,Corn,April,61.39,Medium,Andhra Pradesh
2025,Onion,October,25.77,Low,Uttar Pradesh
2025,Banana,April,95.4,High,Tamil Nadu
2025,Wheat,July,90.6,High,Uttar Pradesh
2025,Cotton,March,13.02,Low,Tamil Nadu
2025,Carrot,January,120.47,High,Maharashtra
2025,Onion,April,99.08,High,Kerala
2025,Tomato,March,14.93,Low,Punjab
2025,Potato,January,117.3,High,Kerala
2025,Tomato,July,39.0,Medium,Tamil Nadu
2025,Carrot,February,60.55,Medium,Punjab
2025,Potato,March,120.37,High,Kerala
2025,Cotton,June,15.93,Low,Andhra Pradesh
2025,Groundnut,September,20.11,Low,Telangana
2025,Corn,February,67.89,Medium,Karnataka
2025,Wheat,May,58.38,Medium,Karnataka
2025,Rice,October,133.43,High,Andhra Pradesh
2025,Rice,January,38.4,Medium,Telangana
2025,Onion,August,14.22,Low,Karnataka
2025,Groundnut,December,103.03,High,Maharashtra
2025,Cotton,August,148.32,High,Andhra Pradesh
2025,Tomato,February,57.39,Medium,Maharashtra
2025,Chilli,June,95.91,High,Punjab
2025,Carrot,November,24.28,Low,Tamil Nadu
2025,Beans,May,29.14,Low,Uttar Pradesh
2025,Chilli,November,137.95,High,Rajasthan
2025,Chilli,March,18.71,Low,Karnataka
2025,Chilli,October,46.17,Medium,Gujarat
2025,Carrot,August,27.03,Low,Gujarat
2025,Cabbage,September,130.85,High,Maharashtra
2025,Cotton,September,10.82,Low,Punjab
2025,Chilli,October,109.73,High,Telangana
2025,Beans,April,50.98,Medium,Kerala
2025,Corn,May,134.74,High,Punjab
2025,Rice,August,50.72,Medium,Maharashtra
2025,Rice,May,109.71,High,Telangana
2025,Wheat,August,113.62,High,Punjab
2025,Sugarcane,May,39.88,Medium,Rajasthan
2025,Wheat,January,57.0,Medium,Andhra Pradesh
2025,Potato,October,10.65,Low,Uttar Pradesh
2025,Potato,March,130.54,High,Kerala
2025,Carrot,August,18.08,Low,Uttar Pradesh
2025,Beans,April,11.38,Low,Uttar Pradesh
2025,Carrot,January,79.01,High,Telangana
2025,Carrot,June,61.03,Medium,Maharashtra
2025,Groundnut,December,76.99,High,Rajasthan
2025,Banana,March,48.03,Medium,Karnataka
2025,Cabbage,June,44.78,Medium,Maharashtra
2025,Rice,March,27.98,Low,Maharashtra
2025,Carrot,June,98.4,High,Kerala
2025,Groundnut,October,18.21,Low,Kerala
2025,Wheat,December,124.04,High,Telangana
2025,Potato,January,12.21,Low,Tamil Nadu
2025,Mango,November,33.89,Medium,Tamil Nadu
2025,Wheat,November,82.01,High,Karnataka
2025,Potato,March,126.04,High,Maharashtra
2025,Groundnut,January,89.22,High,Punjab
2025,Wheat,June,11.76,Low,Gujarat
2025,Tomato,July,21.98,Low,Gujarat
2025,Potato,December,127.0,High,Kerala
2025,Sugarcane,September,11.03,Low,Tamil Nadu
2025,Tomato,December,74.74,High,Rajasthan
2025,Chilli,April,75.44,High,Punjab
2025,Corn,July,133.08,High,Telangana
2025,Groundnut,October,85.13,High,Uttar Pradesh
2025,Carrot,April,47.92,Medium,Rajasthan
2025,Banana,January,51.08,Medium,Karnataka
2025,Onion,May,27.41,Low,Punjab
2025,Groundnut,September,30.95,Medium,Uttar Pradesh
2025,Potato,June,24.5,Low,Maharashtra
2025,Cabbage,December,124.0,High,Telangana
2025,Chilli,February,64.16,Medium,Gujarat
2025,Groundnut,January,63.08,Medium,Telangana
2025,Wheat,February,10.57,Low,Kerala
2025,Sugarcane,December,37.01,Medium,Andhra Pradesh
2025,Carrot,February,28.94,Low,Telangana
2025,Tomato,May,146.33,High,Gujarat
2025,Cabbage,February,21.24,Low,Punjab
2025,Beans,August,16.47,Low,Rajasthan
2025,Potato,November,142.5,High,Karnataka
2025,Sugarcane,August,10.46,Low,Andhra Pradesh
2025,Sugarcane,May,117.51,High,Maharashtra
2025,Cabbage,June,57.63,Medium,Punjab
2025,Potato,November,139.59,High,Rajasthan
2025,Mango,August,122.57,High,Karnataka
2025,Wheat,April,68.42,Medium,Maharashtra
2025,Potato,May,56.24,Medium,Gujarat
2025,Mango,March,97.86,High,Kerala
2025,Beans,February,29.56,Low,Gujarat
2025,Chilli,February,73.42,High,Telangana
2025,Onion,March,76.08,High,Uttar Pradesh
2025,Beans,August,23.62,Low,Maharashtra
2025,Beans,July,29.18,Low,Karnataka
2025,Chilli,November,122.02,High,Telangana
2025,Banana,April,125.54,High,Rajasthan
2025,Groundnut,July,15.74,Low,Telangana
2025,Groundnut,January,51.03,Medium,Gujarat
2025,Banana,January,12.48,Low,Punjab
2025,Rice,February,48.2,Medium,Rajasthan
2025,Corn,December,14.65,Low,Kerala
2025,Chilli,November,62.94,Medium,Gujarat
2025,Mango,June,141.58,High,Telangana
2025,Tomato,February,38.7,Medium,Karnataka
2025,Cabbage,October,131.31,High,Andhra Pradesh
2025,Chilli,February,47.48,Medium,Punjab
2025,Chilli,May,77.44,High,Tamil Nadu
2025,Chilli,January,27.79,Low,Rajasthan
2025,Beans,February,29.89,Low,Rajasthan
2025,Onion,May,143.29,High,Punjab
2025,Wheat,July,15.03,Low,Kerala
2025,Rice,June,54.37,Medium,Maharashtra
2025,Potato,September,125.45,High,Maharashtra
2025,Cabbage,November,15.65,Low,Maharashtra
2025,Groundnut,December,37.13,Medium,Gujarat
2025,Chilli,November,24.42,Low,Gujarat
2025,Corn,March,40.68,Medium,Maharashtra
2025,Tomato,September,12.58,Low,Uttar Pradesh
2025,Chilli,November,29.02,Low,Punjab
2025,Mango,August,97.97,High,Punjab
2025,Chilli,January,30.52,Medium,Punjab
2025,Chilli,February,101.72,High,Maharashtra
2025,Mango,September,44.79,Medium,Punjab
2025,Groundnut,February,31.27,Medium,Kerala
2025,Sugarcane,August,37.24,Medium,Andhra Pradesh
2025,Sugarcane,October,44.94,Medium,Kerala
2025,Cabbage,February,84.52,High,Rajasthan
2025,Potato,January,79.57,High,Telangana
2025,Chilli,June,29.23,Low,Tamil Nadu
2025,Beans,October,51.68,Medium,Rajasthan
2025,Cabbage,February,85.39,High,Kerala
2025,Mango,July,26.91,Low,Rajasthan
2025,Wheat,November,75.21,High,Rajasthan
2025,Potato,July,100.14,High,Rajasthan
2025,Wheat,June,23.53,Low,Telangana
2025,Potato,March,95.25,High,Punjab
2025,Beans,May,10.93,Low,Karnataka
2025,Beans,May,86.74,High,Gujarat
2025,Chilli,May,63.67,Medium,Telangana
2025,Mango,October,27.84,Low,Kerala
2025,Rice,May,49.98,Medium,Maharashtra
2025,Corn,June,15.02,Low,Telangana
2025,Onion,March,37.59,Medium,Rajasthan
2025,Cabbage,January,25.66,Low,Karnataka
2025,Onion,June,68.53,Medium,Rajasthan
2025,Potato,December,83.84,High,Uttar Pradesh
2025,Potato,March,56.91,Medium,Andhra Pradesh
2025,Mango,October,12.17,Low,Maharashtra
2025,Beans,March,21.16,Low,Punjab
2025,Corn,December,93.81,High,Rajasthan
2025,Onion,February,67.58,Medium,Telangana
2025,Cotton,April,62.82,Medium,Maharashtra
2025,Banana,May,64.74,Medium,Punjab
2025,Chilli,September,15.78,Low,Punjab
2025,Groundnut,August,138.44,High,Kerala
2025,Corn,March,49.83,Medium,Gujarat
2025,Carrot,October,19.98,Low,Kerala
2025,Banana,July,10.83,Low,Maharashtra
2025,Onion,November,11.27,Low,Kerala
2025,Wheat,March,29.35,Low,Kerala
2025,Mango,May,25.01,Low,Kerala
2025,Chilli,May,17.19,Low,Punjab
2025,Beans,September,65.98,Medium,Maharashtra
2025,Tomato,December,25.46,Low,Maharashtra
2025,Corn,September,148.94,High,Punjab
2025,Banana,July,13.15,Low,Karnataka
